"GEOID","STATE","COUNTY","TOTAL_POPULATION","DISADVANTAGED_POPULATION","PCT_DISADVANTAGED"
01007,Alabama,Bibb County,22493,17571,0.781176365980527
01037,Alabama,Coosa County,10757,7298,0.678441944780143
01107,Alabama,Pickens County,20243,15807,0.780862520377414
01033,Alabama,Colbert County,54771,18985,0.346625038797904
01041,Alabama,Crenshaw County,13844,9952,0.718867379370124
01101,Alabama,Montgomery County,226941,90094,0.396993051057323
01109,Alabama,Pike County,33333,23401,0.702037020370204
01081,Alabama,Lee County,161152,23824,0.147835583796664
01045,Alabama,Dale County,49277,23543,0.477768532986992
01123,Alabama,Tallapoosa County,40541,18141,0.447472928640142
01089,Alabama,Madison County,362276,57904,0.15983393876492
01127,Alabama,Walker County,64110,54594,0.851567618156294
01019,Alabama,Cherokee County,25903,16268,0.628035362699301
01055,Alabama,Etowah County,102748,67754,0.659419161443532
01095,Alabama,Marshall County,95643,80895,0.845801574605564
01001,Alabama,Autauga County,55380,3185,0.0575117370892019
01061,Alabama,Geneva County,26417,19393,0.734110610591664
01073,Alabama,Jefferson County,659680,252236,0.382361144797478
01039,Alabama,Covington County,37200,27837,0.748306451612903
01017,Alabama,Chambers County,33660,24128,0.716815210932858
01065,Alabama,Hale County,14809,12632,0.85299480045918
01117,Alabama,Shelby County,213432,12027,0.056350500393568
01043,Alabama,Cullman County,82853,36832,0.444546365249297
04015,Arizona,Mohave County,207695,112599.46,0.542138520426587
04011,Arizona,Greenlee County,9522,5411,0.568262969964293
04012,Arizona,La Paz County,20793,19931,0.95854374068196
04013,Arizona,Maricopa County,4328810,1180851.65,0.272788976647162
04007,Arizona,Gila County,53546,50783,0.948399506965973
04021,Arizona,Pinal County,432793,168712.11,0.389821716155298
04001,Arizona,Apache County,71511,60791.68,0.850102501713023
04025,Arizona,Yavapai County,228067,81774.9,0.358556476824793
04017,Arizona,Navajo County,109270,90803.63,0.831002379427107
04027,Arizona,Yuma County,209468,138124,0.659403823018313
04005,Arizona,Coconino County,141274,52093.04,0.368737630420318
04003,Arizona,Cochise County,125867,81372,0.646491931959926
04009,Arizona,Graham County,37996,17797,0.468391409622065
04023,Arizona,Santa Cruz County,46480,41034,0.882831325301205
04019,Arizona,Pima County,NA,NA,NA
12011,Florida,Broward County,1926205,726803.6,0.377324116591952
12105,Florida,Polk County,686218,354518.92,0.516627252564054
12057,Florida,Hillsborough County,1422278,497804,0.35000471075275
12109,Florida,St. Johns County,244674,16021,0.0654789638457703
12009,Florida,Brevard County,585507,139843,0.238840867829078
12049,Florida,Hardee County,27131,26004,0.958460801297409
12101,Florida,Pasco County,524602,218110,0.41576280685167
12027,Florida,DeSoto County,36903,31773,0.860986911633201
12003,Florida,Baker County,28211,8181,0.28999326503846
12086,Florida,Miami-Dade County,2699428,1868035.13,0.692011466873723
12019,Florida,Clay County,211405,34191,0.161732220146165
12097,Florida,Osceola County,351955,215121,0.611217343126252
12119,Florida,Sumter County,125044,27913,0.223225424650523
12099,Florida,Palm Beach County,1465027,494721,0.337687291770049
12071,Florida,Lee County,737468,235970,0.319973205617057
12001,Florida,Alachua County,265443,65763,0.247748104112747
12131,Florida,Walton County,68262,35763,0.52390788432803
12073,Florida,Leon County,289770,47264,0.163108672395348
12113,Florida,Santa Rosa County,174755,23224,0.132894623902034
12053,Florida,Hernando County,186313,87796,0.471228524042874
12083,Florida,Marion County,353526,194254,0.549475851846823
12035,Florida,Flagler County,109801,63450,0.577863589584794
12007,Florida,Bradford County,27317,20204,0.739612695391148
12039,Florida,Gadsden County,45945,30916,0.672891500707367
12023,Florida,Columbia County,69968,27164,0.388234621541276
12061,Florida,Indian River County,153989,57527,0.373578632239965
12087,Florida,Monroe County,75798,25638,0.338241114541281
12089,Florida,Nassau County,83098,6661,0.0801583672290549
12129,Florida,Wakulla County,32321,13789,0.426626651403113
12015,Florida,Charlotte County,181067,66401,0.366720606184451
12095,Florida,Orange County,1349746,513320,0.380308591394233
12127,Florida,Volusia County,536487,167196,0.311649676506607
12103,Florida,Pinellas County,964666,262570,0.272187472140617
12117,Florida,Seminole County,461402,34284,0.0743039692068955
12115,Florida,Sarasota County,419496,48862,0.116477868680512
12111,Florida,St. Lucie County,312947,106168,0.339252333462216
12045,Florida,Gulf County,15576,10612,0.68130457113508
12005,Florida,Bay County,182161,60168,0.330301217055242
12069,Florida,Lake County,345867,108693,0.314262418791038
12031,Florida,Duval County,936186,297874,0.318178225267201
12017,Florida,Citrus County,145169,88922,0.612541245031653
12107,Florida,Putnam County,73252,68908,0.940697864904713
12055,Florida,Highlands County,103437,70667.9,0.683197501861036
12013,Florida,Calhoun County,14362,4320,0.30079376131458
12033,Florida,Escambia County,313491,119724,0.381905700642124
12081,Florida,Manatee County,384213,119676,0.31148347401051
12121,Florida,Suwannee County,44046,27658,0.627934432184534
12091,Florida,Okaloosa County,203794,13362,0.0655662090149857
12021,Florida,Collier County,371453,101698,0.273784301109427
12085,Florida,Martin County,159065,33876,0.21296954075378
13035,Georgia,Butts County,24090,15605,0.647779161477792
13067,Georgia,Cobb County,751218,66404,0.0883951130031495
13155,Georgia,Irwin County,9320,2186,0.234549356223176
13021,Georgia,Bibb County,153200,82787,0.540385117493473
13191,Georgia,McIntosh County,14174,9524,0.671934528009031
13121,Georgia,Fulton County,1036200,295491,0.285167921250724
13171,Georgia,Lamar County,18672,4217,0.22584618680377
13083,Georgia,Dade County,16197,8170,0.504414397727974
13009,Georgia,Baldwin County,45111,32992,0.731351555053091
13033,Georgia,Burke County,22520,16655,0.739564831261101
13135,Georgia,Gwinnett County,915046,232699,0.254303062359707
13217,Georgia,Newton County,108079,48905,0.452493083762803
13261,Georgia,Sumter County,30064,20778,0.691125598722725
13227,Georgia,Pickens County,31387,4594,0.146366330009239
13281,Georgia,Towns County,11617,3945,0.339588534044934
13185,Georgia,Lowndes County,115364,52581,0.455783433306751
13003,Georgia,Atkinson County,8239,3552,0.431120281587571
13143,Georgia,Haralson County,29227,7927,0.271221815444623
13277,Georgia,Tift County,40541,17108,0.421992550751091
13295,Georgia,Walker County,69039,35411,0.512912991207868
13145,Georgia,Harris County,34105,3697,0.10840052778185
13225,Georgia,Peach County,27145,15001,0.552624792779517
13305,Georgia,Wayne County,29788,14016,0.470525043641735
13147,Georgia,Hart County,25773,12976,0.503472626391961
13133,Georgia,Greene County,17349,11709,0.674909216669549
13175,Georgia,Laurens County,47405,33478,0.706212424849699
13053,Georgia,Chattahoochee County,10560,2523,0.238920454545455
13221,Georgia,Oglethorpe County,14931,1752,0.117339762909383
13025,Georgia,Brantley County,18756,13267,0.707346982298998
13059,Georgia,Clarke County,126176,35423,0.280742772001014
13183,Georgia,Long County,18692,12018,0.642948855125187
13215,Georgia,Muscogee County,195739,86669,0.442778393677295
13257,Georgia,Stephens County,25750,13148,0.510601941747573
13055,Georgia,Chattooga County,24812,20258,0.816459777527003
13285,Georgia,Troup County,69919,50082,0.716285988071912
13051,Georgia,Chatham County,288496,87765,0.304215656369586
13029,Georgia,Bryan County,37063,10379,0.280036694277312
13169,Georgia,Jones County,28579,9936,0.347667868014976
13015,Georgia,Bartow County,104919,26231,0.250011913952668
13095,Georgia,Dougherty County,89703,68130,0.75950637102438
13249,Georgia,Schley County,5221,2959,0.56674966481517
13137,Georgia,Habersham County,44626,17845,0.399878994308251
13313,Georgia,Whitfield County,104237,23692,0.227289733971622
13049,Georgia,Charlton County,13040,9788,0.750613496932515
13267,Georgia,Tattnall County,25382,17692,0.697029390906942
13149,Georgia,Heard County,11736,4446,0.378834355828221
13179,Georgia,Liberty County,61349,24837,0.404847674778725
13195,Georgia,Madison County,29218,14120,0.483263741529194
13255,Georgia,Spalding County,65306,21172,0.324196857869109
13311,Georgia,White County,29489,8416,0.285394553901455
13303,Georgia,Washington County,20436,18592,0.909767077706009
13153,Georgia,Houston County,153507,15238,0.0992658315255982
13023,Georgia,Bleckley County,12807,7511,0.586476145857734
13027,Georgia,Brooks County,15590,9999,0.641372674791533
13089,Georgia,DeKalb County,749323,274921,0.366892514976852
13071,Georgia,Colquitt County,45486,35143,0.772611352943763
13091,Georgia,Dodge County,20829,9300,0.446492870517068
13279,Georgia,Toombs County,26972,21037,0.779956992436601
13123,Georgia,Gilmer County,30414,20453,0.672486354968107
13299,Georgia,Ware County,35593,19952,0.560559660607423
13001,Georgia,Appling County,18440,9920,0.537960954446855
13213,Georgia,Murray County,39724,19361,0.487387977041587
13111,Georgia,Fannin County,25395,10997,0.433037999606222
13161,Georgia,Jeff Davis County,15036,7183,0.477720138334663
13233,Georgia,Polk County,41908,35722,0.852390951608285
13247,Georgia,Rockdale County,89717,20413,0.227526555725225
13139,Georgia,Hall County,198667,64800,0.326173949372568
13207,Georgia,Monroe County,27171,9399,0.345920282654301
13275,Georgia,Thomas County,44630,23841,0.534192247367242
13045,Georgia,Carroll County,117183,38123,0.325328759291023
13115,Georgia,Floyd County,97369,31114,0.319547289178281
13097,Georgia,Douglas County,143316,27382,0.191060314270563
13241,Georgia,Rabun County,16645,13133,0.789005707419645
13069,Georgia,Coffee County,43021,28187,0.655191650589247
13237,Georgia,Putnam County,21691,11551,0.532525010372966
13039,Georgia,Camden County,53231,12267,0.230448422911461
13127,Georgia,Glynn County,84470,34317,0.406262578430212
13057,Georgia,Cherokee County,247515,17148,0.0692806496575965
13173,Georgia,Lanier County,10380,2030,0.195568400770713
13109,Georgia,Evans County,10687,4133,0.386731542996164
13321,Georgia,Worth County,20494,18344,0.895091246218405
13245,Georgia,Richmond County,201852,120074,0.594861581752968
13319,Georgia,Wilkinson County,9010,6272,0.696115427302997
13063,Georgia,Clayton County,283538,170261,0.600487412621941
13223,Georgia,Paulding County,159825,7395,0.0462693571093383
13077,Georgia,Coweta County,143260,19826,0.138391735306436
13293,Georgia,Upson County,26236,20036,0.763683488336637
13157,Georgia,Jackson County,67885,15309,0.225513736466082
13151,Georgia,Henry County,225356,16194,0.071859635421289
13235,Georgia,Pulaski County,11216,4719,0.420738231098431
13291,Georgia,Union County,23288,5466,0.234713156990725
13119,Georgia,Franklin County,22766,19471,0.855266625669859
13031,Georgia,Bulloch County,76120,46530,0.611271676300578
13229,Georgia,Pierce County,19250,13274,0.689558441558442
13013,Georgia,Barrow County,78991,17016,0.215416946234381
13297,Georgia,Walton County,91442,14329,0.1567004221255
13189,Georgia,McDuffie County,21455,19258,0.897599627126544
13047,Georgia,Catoosa County,66700,6629,0.0993853073463268
18069,Indiana,Huntington County,36359,6983,0.192056987265876
18177,Indiana,Wayne County,66342,23514,0.354436103825631
18175,Indiana,Washington County,27848,12503,0.448972996265441
18041,Indiana,Fayette County,23194,13429,0.578985944640855
18121,Indiana,Parke County,16946,4904,0.28938982650773
18033,Indiana,DeKalb County,42927,4454,0.103757541873413
18059,Indiana,Hancock County,75164,10065,0.133907189612048
18061,Indiana,Harrison County,39940,7049,0.176489734601903
18037,Indiana,Dubois County,42543,5704,0.134076111228639
18137,Indiana,Ripley County,28391,5096,0.179493501461731
18105,Indiana,Monroe County,146461,18083,0.123466315264815
18007,Indiana,Benton County,8677,5389,0.621067189120664
18091,Indiana,LaPorte County,110154,43257,0.392695680592625
18055,Indiana,Greene County,32159,8647,0.268882738891135
18095,Indiana,Madison County,129455,58743,0.453771580858213
18085,Indiana,Kosciusko County,79035,6501,0.0822546972860125
18113,Indiana,Noble County,47506,3204,0.067444112322654
18159,Indiana,Tipton County,15162,6420,0.423426988523941
18143,Indiana,Scott County,23759,8162,0.343532976977146
18053,Indiana,Grant County,66452,34485,0.51894600613977
18065,Indiana,Henry County,48255,11613,0.240658999067454
18027,Indiana,Daviess County,33120,26500,0.80012077294686
18109,Indiana,Morgan County,69922,10890,0.155744972969881
18131,Indiana,Pulaski County,12559,3353,0.266979855084004
18165,Indiana,Vermillion County,15539,4706,0.302850891305747
18181,Indiana,White County,24149,7866,0.325727773406766
18035,Indiana,Delaware County,115020,39248,0.341227612589115
18047,Indiana,Franklin County,22774,6759,0.296785808377975
18149,Indiana,Starke County,22952,11027,0.480437434646218
18019,Indiana,Clark County,116507,27314,0.234440849047697
18099,Indiana,Marshall County,46461,18900,0.406792793956221
18031,Indiana,Decatur County,26562,6277,0.236315036518334
18163,Indiana,Vanderburgh County,181291,64735,0.357077847218009
18089,Indiana,Lake County,485707,181525,0.373733547179678
18129,Indiana,Posey County,25560,2911,0.113888888888889
18153,Indiana,Sullivan County,20730,13736,0.662614568258562
18183,Indiana,Whitley County,33730,5145,0.152534835458049
18123,Indiana,Perry County,19102,2074,0.108575018322689
18071,Indiana,Jackson County,44025,14438,0.327950028392959
18023,Indiana,Clinton County,32273,7572,0.234623369379977
18139,Indiana,Rush County,16641,4015,0.241271558199627
18073,Indiana,Jasper County,33447,3689,0.110293897808473
18157,Indiana,Tippecanoe County,191553,37814,0.197407506016612
18083,Indiana,Knox County,37065,12063,0.325455281262647
18103,Indiana,Miami County,35815,20529,0.573195588440597
18147,Indiana,Spencer County,20447,3342,0.163446960434294
18049,Indiana,Fulton County,20096,1893,0.0941978503184713
18045,Indiana,Fountain County,16430,6560,0.399269628727937
18093,Indiana,Lawrence County,45548,12667,0.278102221831914
18003,Indiana,Allen County,372575,120660,0.323854257532041
18067,Indiana,Howard County,82331,28488,0.34601790334139
18043,Indiana,Floyd County,77320,14545,0.188114330056906
18075,Indiana,Jay County,20840,18034,0.865355086372361
18117,Indiana,Orange County,19545,12944,0.662266564338706
18005,Indiana,Bartholomew County,82481,17620,0.213624956050484
18057,Indiana,Hamilton County,323117,2883,0.00892246461807952
18151,Indiana,Steuben County,34453,4142,0.120221751371434
18125,Indiana,Pike County,12378,2886,0.233155598642753
18087,Indiana,LaGrange County,39193,16352,0.417217360242901
18145,Indiana,Shelby County,44438,9444,0.21252081551825
18001,Indiana,Adams County,35376,22017,0.622371099050203
18077,Indiana,Jefferson County,32201,7020,0.218005651998385
18135,Indiana,Randolph County,24926,10196,0.409050790339405
18097,Indiana,Marion County,951869,464753,0.488253110459528
18107,Indiana,Montgomery County,38287,4366,0.114033483950166
18127,Indiana,Porter County,168636,5070,0.0300647548566142
18179,Indiana,Wells County,28011,7587,0.270857877262504
18169,Indiana,Wabash County,31389,13620,0.433909968460289
18167,Indiana,Vigo County,107459,45959,0.427688699876232
18039,Indiana,Elkhart County,204558,55847,0.273013032978422
18141,Indiana,St. Joseph County,270216,89834,0.33245255647334
18119,Indiana,Owen County,20835,16147,0.774994000479962
18017,Indiana,Cass County,37880,17572,0.463885955649419
18081,Indiana,Johnson County,153716,4049,0.0263407843035208
18029,Indiana,Dearborn County,49479,5121,0.103498453889529
18009,Indiana,Blackford County,12013,8938,0.744027303754266
30105,Montana,Valley County,7471,6005,0.803774595101057
30085,Montana,Roosevelt County,11175,9362,0.837762863534676
30007,Montana,Broadwater County,5945,2255,0.379310344827586
30019,Montana,Daniels County,1730,259.5,0.15
30063,Montana,Missoula County,117309,22937.34,0.195529243280567
30091,Montana,Sheridan County,3483,1159,0.332759115704852
30099,Montana,Teton County,6086,2233,0.366907656917516
30073,Montana,Pondera County,5994,2225,0.371204537871205
30029,Montana,Flathead County,99899,31485.04,0.315168720407612
30111,Montana,Yellowstone County,159008,31654.9,0.199077404910445
30093,Montana,Silver Bow County,34770,9476,0.272533793500144
30031,Montana,Gallatin County,108063,2536,0.0234677919361854
30047,Montana,Lake County,30013,26829,0.893912637856929
30009,Montana,Carbon County,10597,2326,0.219496083797301
30087,Montana,Rosebud County,9152,4612,0.503933566433566
30015,Montana,Chouteau County,5732,3584,0.625261688764829
30081,Montana,Ravalli County,42512,24185,0.568898193451261
30049,Montana,Lewis and Clark County,67805,5608,0.0827077649140919
30013,Montana,Cascade County,81625,27482,0.33668606431853
30041,Montana,Hill County,16436,7567,0.460391822827939
30067,Montana,Park County,16352,3092,0.189090019569472
30023,Montana,Deer Lodge County,9106,5880,0.645728091368329
30017,Montana,Custer County,11729,1562,0.13317418364737
50011,Vermont,Franklin County,49116,6841,0.139282514862774
50021,Vermont,Rutland County,58892,10829,0.183878964884874
50027,Vermont,Windsor County,55275,4741,0.085771144278607
50003,Vermont,Bennington County,35746,10192,0.285122810943882
50025,Vermont,Windham County,42823,10708,0.250052541858347
50019,Vermont,Orleans County,26901,14265,0.53027768484443
50017,Vermont,Orange County,28908,4954,0.171371246713712
50023,Vermont,Washington County,58350,4179,0.0716195372750643
50009,Vermont,Essex County,6200,5015,0.808870967741935
50005,Vermont,Caledonia County,30234,7224,0.238936296884302
50007,Vermont,Chittenden County,162646,8859,0.0544679856867061
56013,Wyoming,Fremont County,39812,17351.37,0.435832663518537
56003,Wyoming,Big Horn County,11882,3838,0.323009594344386
56025,Wyoming,Natrona County,80333,12583,0.156635504711638
56041,Wyoming,Uinta County,20479,7941,0.387763074368866
56007,Wyoming,Carbon County,15247,5878,0.38551846264839
56021,Wyoming,Laramie County,98320,20642,0.209947111472742
56015,Wyoming,Goshen County,13342,5100,0.382251536501274
56017,Wyoming,Hot Springs County,4607,362.9,0.0787714347731713
56023,Wyoming,Lincoln County,19274,1928,0.100031130019716
56037,Wyoming,Sweetwater County,43521,6235,0.143264171319593
05009,Arkansas,Boone County,37331,24818,0.66480940773084
05031,Arkansas,Craighead County,107345,53522,0.4985979784806
05027,Arkansas,Columbia County,23776,16843,0.708403432032301
05037,Arkansas,Cross County,16824,10005,0.594686162624822
05059,Arkansas,Hot Spring County,33597,22909,0.681876358008155
05039,Arkansas,Dallas County,7279,5988,0.822640472592389
05091,Arkansas,Miller County,43572,29680,0.681171394473515
05033,Arkansas,Crawford County,62739,43956,0.700616841199254
05005,Arkansas,Baxter County,41427,31928,0.770705095710527
05085,Arkansas,Lonoke County,72528,13766,0.189802559011692
05051,Arkansas,Garland County,98555,60955,0.618487139160875
05131,Arkansas,Sebastian County,127591,59590,0.467039211229632
05029,Arkansas,Conway County,20858,18176,0.871416243168089
05035,Arkansas,Crittenden County,48672,33496,0.688198553583169
05043,Arkansas,Drew County,18417,9793,0.53173698213607
05001,Arkansas,Arkansas County,17914,13136,0.733281232555543
05019,Arkansas,Clark County,22386,4879,0.217948717948718
05083,Arkansas,Logan County,21668,18481,0.85291674358501
05071,Arkansas,Johnson County,26372,23096,0.875777339602609
05045,Arkansas,Faulkner County,123624,33769,0.273158933540413
05109,Arkansas,Pike County,10756,7010,0.651729267385645
05023,Arkansas,Cleburne County,25100,16427,0.654462151394422
05007,Arkansas,Benton County,265759,65573,0.246738586463676
05053,Arkansas,Grant County,18126,9808,0.541101180624517
05087,Arkansas,Madison County,16211,12312,0.759484300783419
05069,Arkansas,Jefferson County,69282,40055,0.578144395369649
05119,Arkansas,Pulaski County,392967,133992,0.340975196390537
05063,Arkansas,Independence County,37427,32325,0.863681299596548
05111,Arkansas,Poinsett County,23896,17799,0.744852695011717
05057,Arkansas,Hempstead County,21842,19353,0.886045233952935
05055,Arkansas,Greene County,44937,12275,0.273160202060663
05133,Arkansas,Sevier County,17081,13500,0.790351852936011
05075,Arkansas,Lawrence County,16549,13395,0.809414466130884
05125,Arkansas,Saline County,119415,9108,0.0762718251475945
05105,Arkansas,Perry County,10355,3359,0.324384355383873
05003,Arkansas,Ashley County,20270,14621,0.721312284163789
05115,Arkansas,Pope County,63761,44476,0.6975423848434
05139,Arkansas,Union County,39449,36256,0.919060052219321
05093,Arkansas,Mississippi County,42126,35880,0.851730522717562
05079,Arkansas,Lincoln County,13455,11721,0.871125975473802
05025,Arkansas,Cleveland County,8128,3339,0.410802165354331
05143,Arkansas,Washington County,232289,83590,0.359853458407415
05081,Arkansas,Little River County,12347,6799,0.550660079371507
05145,Arkansas,White County,78762,42089,0.534382062415886
08059,Colorado,Jefferson County,574798,24560,0.0427280540294155
08069,Colorado,Larimer County,344786,2899,0.00840811401855064
08119,Colorado,Teller County,24524,2878,0.11735442831512
08083,Colorado,Montezuma County,26031,9209.58,0.353792785524951
08085,Colorado,Montrose County,41686,18988,0.455500647699467
08051,Colorado,Gunnison County,16802,10.33,0.000614807760980836
08045,Colorado,Garfield County,59055,5347,0.0905427144187622
08087,Colorado,Morgan County,28517,8600,0.301574499421398
08099,Colorado,Prowers County,12022,5957,0.495508234902678
08123,Colorado,Weld County,305345,62398,0.204352453781788
08093,Colorado,Park County,17867,2702,0.151228521855936
08101,Colorado,Pueblo County,165982,75496,0.454844501210975
08065,Colorado,Lake County,7751,2102,0.271190814088505
08071,Colorado,Las Animas County,14266,10065,0.705523622599187
08055,Colorado,Huerfano County,6679,3162,0.473424165294206
08063,Colorado,Kit Carson County,7447,1540,0.206794682422452
08029,Colorado,Delta County,30565,22983,0.751938491738917
08003,Colorado,Alamosa County,16107,7323,0.454647047867387
08001,Colorado,Adams County,504108,133785,0.265389559380133
08031,Colorado,Denver County,705576,213584,0.302708708913002
08067,Colorado,La Plata County,55617,12295.95,0.221082582663574
08015,Colorado,Chaffee County,19557,2768,0.141535000255663
08089,Colorado,Otero County,18282,16689,0.912865113226124
08019,Colorado,Clear Creek County,9495,1685,0.177461822011585
08007,Colorado,Archuleta County,13253,7485,0.564777786161624
08005,Colorado,Arapahoe County,644560,107191,0.166301042571677
08013,Colorado,Boulder County,322510,9866,0.0305912994945893
08041,Colorado,El Paso County,698974,153950,0.220251397047673
08075,Colorado,Logan County,22380,7764,0.346916890080429
08081,Colorado,Moffat County,13127,1274,0.0970518778090958
08077,Colorado,Mesa County,151218,27478,0.181711171950429
08095,Colorado,Phillips County,4290,3050,0.710955710955711
08043,Colorado,Fremont County,47321,25041,0.529173094397836
10005,Delaware,Sussex County,224384,17742,0.0790698088990302
10001,Delaware,Kent County,176699,32980,0.186645085710728
10003,Delaware,New Castle County,556165,74826,0.134539210486097
17029,Illinois,Coles County,51353,25394,0.494498860826047
17113,Illinois,McLean County,172578,21966,0.12728157702604
17087,Illinois,Johnson County,12494,5609,0.448935489034737
17187,Illinois,Warren County,17146,7345,0.42837979703721
17183,Illinois,Vermilion County,77563,39849,0.513763005556773
17033,Illinois,Crawford County,18972,3131,0.165032679738562
17045,Illinois,Edgar County,17407,3758,0.215890159131384
17031,Illinois,Cook County,5198275,2192544,0.421782995320563
17147,Illinois,Piatt County,16401,2939,0.179196390463996
17163,Illinois,St. Clair County,262338,70794,0.269857969489742
17081,Illinois,Jefferson County,37985,10356,0.272633934447808
17067,Illinois,Hancock County,17983,2156,0.119891008174387
17149,Illinois,Pike County,15672,5591,0.356750893312915
17039,Illinois,De Witt County,15932,3375,0.211837810695456
17059,Illinois,Gallatin County,5064,2695,0.532187993680885
17019,Illinois,Champaign County,209922,31423,0.149688932079534
17193,Illinois,White County,13868,4599,0.331626766657052
17091,Illinois,Kankakee County,110637,26707,0.241393024033551
17111,Illinois,McHenry County,307714,8847,0.0287507230740233
17157,Illinois,Randolph County,32295,2822,0.0873819476699179
17041,Illinois,Douglas County,19623,8670,0.441828466595322
17075,Illinois,Iroquois County,27812,8622,0.310010067596721
17049,Illinois,Effingham County,34137,7826,0.229252716993292
17089,Illinois,Kane County,531376,112641,0.211979841016531
17017,Illinois,Cass County,12493,5191,0.415512687104779
17085,Illinois,Jo Daviess County,21588,2835,0.131322957198444
17055,Illinois,Franklin County,38923,29482,0.757444184672302
17185,Illinois,Wabash County,11546,2402,0.208037415555171
17177,Illinois,Stephenson County,45093,12409,0.275186836094294
17169,Illinois,Schuyler County,6953,2384,0.342873579749748
17191,Illinois,Wayne County,16402,10488,0.639434215339593
17099,Illinois,LaSalle County,109737,15088,0.137492368116497
17103,Illinois,Lee County,34389,3462,0.100671726424147
17139,Illinois,Moultrie County,14641,4283,0.29253466293286
17101,Illinois,Lawrence County,16033,12881,0.803405476205327
17053,Illinois,Ford County,13270,1874,0.141220798794273
17159,Illinois,Richland County,15766,4495,0.285107192693137
17061,Illinois,Greene County,13132,1766,0.134480657934816
17043,Illinois,DuPage County,929060,78995,0.0850268012830172
17073,Illinois,Henry County,49267,12497,0.253658635597865
17013,Illinois,Calhoun County,4830,2651,0.548861283643892
17143,Illinois,Peoria County,182770,41530,0.227225474640258
17137,Illinois,Morgan County,34247,7719,0.225392005139136
17125,Illinois,Mason County,13621,9107,0.668599955950371
17179,Illinois,Tazewell County,133195,21814,0.163774916475844
17007,Illinois,Boone County,53537,20421,0.381437136933336
17173,Illinois,Shelby County,21737,4717,0.217003266320099
17199,Illinois,Williamson County,67102,20676,0.308127924652022
17145,Illinois,Perry County,21251,9818,0.462001788151146
17057,Illinois,Fulton County,35092,8774,0.250028496523424
17201,Illinois,Winnebago County,284819,100862,0.354126655876188
17051,Illinois,Fayette County,21565,8982,0.416508230929747
17197,Illinois,Will County,689315,74691,0.108355396299225
17121,Illinois,Marion County,37743,17613,0.466656068674986
17115,Illinois,Macon County,105528,33855,0.320815328633159
17037,Illinois,DeKalb County,104366,12739,0.122060824406416
17161,Illinois,Rock Island County,143873,34963,0.243012935019079
17015,Illinois,Carroll County,14466,3028,0.209318401769667
17001,Illinois,Adams County,66085,9320,0.141030491034274
17117,Illinois,Macoupin County,45463,15799,0.347513362514572
17181,Illinois,Union County,16968,12470,0.734912776991985
17077,Illinois,Jackson County,57977,21716,0.374562326439795
17097,Illinois,Lake County,701473,127707,0.182055474693965
17135,Illinois,Montgomery County,28828,9012,0.312612737616206
17119,Illinois,Madison County,264776,47664,0.180016315678158
17021,Illinois,Christian County,32931,12970,0.393853815553734
17023,Illinois,Clark County,15716,5236,0.333163654874014
17165,Illinois,Saline County,23994,15972,0.665666416604151
17195,Illinois,Whiteside County,56016,26013,0.464385175664096
17167,Illinois,Sangamon County,196861,52578,0.267081849629942
17105,Illinois,Livingston County,36040,9686,0.268756936736959
17095,Illinois,Knox County,50508,28247,0.559257939336343
17203,Illinois,Woodford County,38700,2544,0.0657364341085271
17109,Illinois,McDonough County,30479,11294,0.370550214902064
21035,Kentucky,Calloway County,38837,16016,0.412390246414502
21023,Kentucky,Bracken County,8305,5613,0.67585791691752
21037,Kentucky,Campbell County,92861,12180,0.131163782427499
21005,Kentucky,Anderson County,22409,16399,0.731804185818198
21141,Kentucky,Logan County,26902,19573,0.727566723663668
21069,Kentucky,Fleming County,14513,11388,0.784675807896369
21145,Kentucky,McCracken County,65268,19610,0.300453514739229
21089,Kentucky,Greenup County,35555,7787,0.219012797074954
21213,Kentucky,Simpson County,18183,11356,0.624539404938679
21161,Kentucky,Mason County,17112,11018,0.643875642823749
21083,Kentucky,Graves County,37248,18664,0.501073883161512
21007,Kentucky,Ballard County,8032,3677,0.457793824701195
21167,Kentucky,Mercer County,21592,10375,0.480502037791775
21085,Kentucky,Grayson County,26247,19349,0.737189012077571
21079,Kentucky,Garrard County,17445,10518,0.602923473774721
21211,Kentucky,Shelby County,47325,8685,0.18351822503962
21233,Kentucky,Webster County,13068,10233,0.783057851239669
21195,Kentucky,Pike County,59497,53453,0.89841504613678
21209,Kentucky,Scott County,54667,4121,0.0753836866848373
21199,Kentucky,Pulaski County,64350,51239,0.796254856254856
21155,Kentucky,Marion County,19244,12625,0.656048638536687
21113,Kentucky,Jessamine County,53032,15563,0.293464323427365
21149,Kentucky,McLean County,9283,2834,0.305289238392761
21223,Kentucky,Trimble County,8558,5201,0.60773545220846
21235,Kentucky,Whitley County,36131,17517,0.484819130386649
21221,Kentucky,Trigg County,14449,9819,0.679562599487854
21073,Kentucky,Franklin County,50529,12701,0.251360604801203
21117,Kentucky,Kenton County,165668,41348,0.249583504358114
21093,Kentucky,Hardin County,108527,17275,0.159176979000617
21179,Kentucky,Nelson County,45650,3586,0.0785542168674699
21029,Kentucky,Bullitt County,80171,8274,0.103204400593731
21107,Kentucky,Hopkins County,45331,27165,0.599258785378659
21017,Kentucky,Bourbon County,20058,8460,0.421776847143284
21183,Kentucky,Ohio County,24071,20508,0.851979560466952
