"num_state","num_county","na_count","tot_build","mu_total_site_energy","med_total_site_energy","mu_total_source_energy","med_total_source_energy","mu_eui","med_eui","mu_area_sq_ft","med_area_sq_ft","year_built_na_count","mean_year_built","cat_state","cat_county","total_cooling_system_type_CE","total_cooling_system_type_miss","total_cooling_system_type_NO","total_cooling_system_type_NONE","total_cooling_system_type_OT","total_cooling_system_type_PA","total_cooling_system_type_RF","total_ee_potential_score_EE_HIGH","total_ee_potential_score_EE_LOW","total_ee_potential_score_EE_MED","total_ee_potential_score_miss","total_heating_system_type_CENTRAL","total_heating_system_type_FLOOR_WALL","total_heating_system_type_FORCED_AIR","total_heating_system_type_GRAVITY","total_heating_system_type_miss","total_heating_system_type_NONE","total_heating_system_type_OTHER","total_heating_system_type_YES","total_heating_fuel_type_Gas","total_heating_fuel_type_miss","total_heating_fuel_type_Oil","total_heating_fuel_type_Unknown","total_building_type_miss","total_building_type_MultiFamily","total_building_type_Other","total_building_type_SingleFamily","total_building_type_SmallCommercial","total_cooling_system_type_EC","total_cooling_system_type_WA","total_heating_system_type_ELECTRIC","total_heating_system_type_GAS","total_heating_system_type_HEAT_PUMP","total_heating_system_type_SPACE_SUSPENDED","total_heating_fuel_type_Electricity","total_cooling_system_type_WU","total_heating_system_type_BASEBOARD","total_heating_system_type_CONVECTION","total_heating_system_type_HOT_WATER","total_heating_system_type_PROPANE","total_heating_system_type_RADIANT","total_heating_system_type_SOLAR","total_heating_system_type_WOOD_BURNING","total_heating_fuel_type_Propane","total_heating_fuel_type_Wood","total_heating_system_type_GEOTHERMAL","total_heating_system_type_OIL","total_heating_system_type_STEAM","total_cooling_system_type_GT","total_heating_system_type_VENT","total_cooling_system_type_CW","total_heating_system_type_COAL","total_heating_fuel_type_Coal","total_heating_system_type_ZONE"
AR,Woodruff,0,5042,294.82204018335227,180.86000061035156,671.03843929180312,345.29998779296875,110.75632470997573,94.4459562950177,2168.8952344931922,1824,5042,,AR,Woodruff,1399,0,704,541,0,0,0,420,1279,764,0,1399,95,85,0,0,1057,3,0,84,0,1,2554,0,7,245,2333,59,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Chicot,0,7309,337.54251679931821,166.67999267578125,852.1481293905191,350.17001342773438,100.57803076793259,88.3663884974111,1859.4537099305091,1534,7309,,AR,Chicot,2250,0,911,1300,0,0,0,132,1981,1100,0,2246,62,33,0,0,2112,0,0,32,0,1,4420,0,39,406,3935,81,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Boone,0,25359,336.25743896488603,241.47999572753906,706.96236750694,439.08999633789062,138.34732325637893,129.991545201943,3044.8482876712328,2596,25359,,AR,Boone,10330,0,762,3505,0,0,0,358,3717,1520,0,10282,551,674,0,0,3037,0,0,676,0,3,13870,0,300,879,13270,151,0,0,51,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
AR,Little_River,0,8992,275.9773757986963,181.27000427246094,658.52389271658058,382.76998901367188,106.75456738562619,93.4912578195765,2418.2119054400455,1792,8992,,AR,Little_River,2316,0,620,575,0,0,0,361,2182,819,0,2316,42,13,0,0,1140,0,0,9,0,4,3498,0,43,335,2984,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Cleburne,0,19961,360.65593985733426,262.92999267578125,765.51869770501253,489.30999755859375,157.84584612471323,145.000673734225,2566.7529669219766,2216,19961,,AR,Cleburne,7196,0,865,3820,0,0,0,530,6621,3619,0,7187,309,129,0,0,3964,75,0,118,0,11,11535,0,120,796,10721,244,0,0,42,0,0,0,42,0,0,0,0,0,0,0,175,0,175,0,0,0,0,0,0,0,0,0
AR,Saline,0,51615,319.91751275371593,265.83999633789062,703.68126529481833,537.22998046875,142.76717181600239,140.094214261841,2255.9124488276889,1928,51614,1965,AR,Saline,32729,0,1627,8635,0,0,0,871,31483,7042,0,32710,632,224,0,0,9397,0,0,123,0,109,42739,0,408,1948,40308,328,0,0,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
AR,Van_Buren,0,11882,334.21826471437242,255.22000122070312,702.82442512168677,472.04998779296875,156.53468012840389,146.434469812025,2220.3154547381814,2100,11882,,AR,Van_Buren,2768,0,648,1301,0,0,0,389,2147,1133,0,2766,124,31,0,0,1777,0,0,30,0,1,4667,0,61,257,4363,36,0,0,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Ashley,0,12057,312.37258082012772,228.1199951171875,751.86721526547183,493.260009765625,132.74729117563987,128.852785992915,1894.7905790579057,1710,12057,,AR,Ashley,3735,0,1656,1275,0,0,0,474,3499,1751,0,3729,152,128,0,0,2638,16,0,126,0,2,6535,0,27,674,5768,197,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Faulkner,0,51574,284.94288229745393,208.96000671386719,625.79527571624146,410.07998657226562,118.01936062595578,102.478061705794,2799.6112500329014,1884,51574,,AR,Faulkner,30230,0,1416,6345,0,0,0,608,25687,5923,0,30195,488,151,0,0,7097,0,0,80,0,78,37780,0,1490,1731,34249,521,0,0,53,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
AR,Lee,0,5211,256.08635194881288,160.80999755859375,583.34435976555881,318.60000610351562,102.64480680409775,87.2628546026904,2667.592298288509,1920,5211,,AR,Lee,742,0,362,532,0,0,0,39,1090,281,0,742,91,31,0,0,758,0,0,34,0,0,1591,0,15,210,1382,29,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
AR,Logan,0,16496,310.93302975188863,200.32000732421875,686.61525778014266,383.97000122070312,127.29532101152682,112.24077127344,2379.8201796988837,2112,16496,,AR,Logan,5072,0,1160,2004,0,0,0,553,3932,2117,0,5062,551,11,0,0,2608,0,0,14,0,0,8221,0,95,547,7487,107,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
AR,Sevier,0,10903,354.5216060808292,221.8800048828125,824.34185618859169,436.3599853515625,124.34068832751359,117.300468657461,2609.3387096774186,1884,10903,,AR,Sevier,3074,0,1054,1514,0,0,0,729,2848,1832,0,3072,150,34,0,0,2344,2,0,33,0,1,5568,0,37,382,5151,72,0,0,14,0,0,0,14,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0
AR,Union,0,22987,373.00940851767552,264.92999267578125,870.06081655801631,548.41998291015625,146.67778320343973,142.18150630683,2012.3441575044753,1854,22987,,AR,Union,7798,0,2763,5083,0,0,0,288,9372,3780,0,7793,344,164,0,0,7343,0,0,164,0,0,15480,0,110,1758,13494,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Conway,0,14713,347.9181246085015,235.02000427246094,764.16688427911834,448.98001098632812,134.41665242657737,125.164357469233,2334.7463300864324,2180,14713,,AR,Conway,4866,0,1425,998,0,0,0,788,3732,2265,0,4859,155,145,0,0,1945,114,0,132,0,13,7073,0,16,380,6783,110,0,0,16,0,0,0,16,0,0,0,0,0,0,0,55,0,55,0,0,0,0,0,0,0,0,0
AR,Randolph,0,13552,270.89899591396096,218.3699951171875,569.1759297148252,414.73001098632812,137.20535434370845,129.174245879004,2337.21228123114,2280,13552,,AR,Randolph,3657,0,740,2231,0,0,0,612,3660,1735,0,3649,761,237,0,0,1901,8,0,233,0,4,6319,0,55,521,5986,66,0,0,23,0,0,0,23,0,0,0,0,0,0,0,49,0,49,0,0,0,0,0,0,0,0,0
AR,Pike,0,7891,370.01428498159481,242.05999755859375,846.83830593173411,482.94000244140625,136.75991919657861,131.073066634877,2220.6678720445066,1776,7891,,AR,Pike,1912,0,792,891,0,0,0,344,1424,877,0,1912,67,21,0,0,1595,0,0,21,0,0,3574,0,53,294,3220,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Lafayette,0,4461,348.38234711291943,219.96000671386719,836.58587437065148,460.75,126.83677348105635,119.098884097709,2327.8412184057038,1824,4461,,AR,Lafayette,645,0,561,337,0,0,0,285,662,461,0,645,42,26,0,0,830,0,0,26,0,0,1517,0,11,207,1277,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Garland,0,50348,378.01841958487597,273.1400146484375,894.73559039234033,577.40997314453125,149.672535366959,141.65571755842,2790.1057773904272,2240,50348,,AR,Garland,34051,0,4484,5066,0,0,0,3963,25833,10443,0,33997,1573,173,0,0,7812,1,0,36,0,145,43383,0,731,2789,39119,962,0,0,27,0,0,0,27,0,0,0,0,0,0,0,10,0,10,0,0,8,0,0,0,0,0,0
AR,Drew,0,9810,317.66239564119849,237.67999267578125,732.46663171591274,484.6400146484375,136.81482305309873,132.124638756249,1779.4680040120356,1584,9810,,AR,Drew,3154,0,1063,768,0,0,0,362,2683,1292,0,3152,47,39,0,0,1738,9,0,37,0,2,4946,0,78,480,4325,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Columbia,0,12187,324.47748501795559,224.38999938964844,752.89846599535326,456.47000122070312,123.8491002628881,117.208876389724,2662.0322315746243,2061,12187,,AR,Columbia,2844,0,587,1440,0,0,0,427,2289,1234,0,2836,303,18,0,0,1712,0,0,19,0,0,4851,0,92,648,4034,97,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AR,Baxter,0,27919,295.28906177515438,226.33000183105469,609.79734850922091,408.67999267578125,126.83855693200161,113.306432445445,2630.1050191618233,2706,27919,,AR,Baxter,12506,0,575,3097,0,0,0,246,8186,5003,0,12479,296,205,0,0,2985,0,0,206,0,0,15760,0,488,584,14926,180,0,0,212,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AR,Yell,0,13888,368.83722766835564,231.64999389648438,829.37414967546817,442.8800048828125,132.77223461245146,123.228550939656,1931.6262745098038,1848,13888,,AR,Yell,3230,0,732,1138,0,0,0,233,2540,1343,0,3230,114,27,0,0,1729,0,0,27,0,0,5073,0,56,242,4742,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Desha,0,7524,286.48204547886121,164.94999694824219,696.0751091185432,342.73001098632812,95.63890725236827,85.1174351448731,2183.6623130398152,1710,7524,,AR,Desha,2838,0,708,1201,0,0,0,88,3147,775,0,2838,97,60,0,0,1744,0,0,65,0,0,4679,0,110,485,4100,52,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
AR,St_Francis,0,10127,307.47370631849952,202.94000244140625,698.44051980261258,401.489990234375,119.75914955206544,103.263661336739,1752.6970284237718,1552,10127,,AR,St_Francis,2397,0,776,1471,0,0,0,145,2197,1069,0,2395,132,50,0,0,2045,0,0,51,0,0,4572,0,161,684,3587,212,0,0,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AR,Pulaski,0,153641,386.33867230234637,267.760009765625,897.9442328278775,537.989990234375,133.36256777042433,129.179532632647,5123.7707306284647,2574,153641,,AR,Pulaski,111762,0,1731,26674,0,0,0,9275,86032,36634,0,110946,8504,6005,0,0,14698,0,0,4012,0,1995,134148,0,5224,7794,123492,3657,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AR,Hempstead,0,13941,335.1334915945086,194.78999328613281,814.51426765609369,405.19000244140625,109.6881425952588,100.819678043974,1764.6195536663124,1675,13941,,AR,Hempstead,2829,0,900,976,0,0,0,441,2427,965,0,2829,68,23,0,0,1777,0,0,22,0,1,4674,0,41,631,3829,204,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Madison,0,16605,427.07634018068387,280.52999877929688,928.31760121178684,515.66998291015625,179.46076271830029,163.112543418655,2495.0502215657316,2144,16605,,AR,Madison,962,0,446,623,0,0,0,156,1221,405,0,960,64,42,0,0,910,14,0,19,0,23,1948,0,17,135,1782,97,0,0,6,0,0,0,6,0,0,0,0,0,0,0,35,0,35,0,0,0,0,0,0,0,0,0
AR,Independence,0,21829,316.97489570412517,227.60000610351562,698.49970763138856,446.35000610351562,137.47777327990241,127.517626708168,3023.179781336617,2322,21829,,AR,Independence,7395,0,1885,3708,0,0,0,387,8813,2987,0,7391,550,77,0,0,4925,1,0,77,0,0,12867,0,94,1162,11435,297,0,0,43,0,0,0,43,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AR,Clark,0,12041,366.54252377931357,261.64999389648438,830.153904865988,514.53997802734375,144.37803889564555,138.685072678786,2139.8452725670409,1920,12041,,AR,Clark,4371,0,1293,2279,0,0,0,126,4860,1871,0,4370,100,23,0,0,3442,2,0,23,0,0,7914,0,140,709,6856,238,0,0,4,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
AR,Crawford,0,40061,302.90783462999093,226.3800048828125,669.16213323268846,444.3699951171875,126.31516037856187,113.674572726689,2010.8664170645416,1779,40061,,AR,Crawford,20293,0,2814,6006,0,0,0,1099,19350,6047,0,20292,451,169,0,0,8171,13,0,73,0,96,28927,0,256,1809,26491,557,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Grant,0,9867,308.68416124189019,243.52000427246094,690.09268368212327,499.8900146484375,141.22761088862157,138.661291694428,1947.6285814116006,1736,9867,,AR,Grant,1888,0,177,797,0,0,0,20,2025,348,0,1884,58,36,0,0,882,0,0,36,0,0,2824,0,41,217,2542,62,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Montgomery,0,12040,382.88537760034365,258.33999633789062,875.300156790236,516.34002685546875,157.62693703729215,146.958495413313,2134.0635152400077,1848,12040,,AR,Montgomery,3274,0,1356,849,0,0,0,516,2951,1464,0,3262,65,17,0,0,1894,7,0,17,0,0,5228,0,62,431,4930,56,0,0,3,0,0,0,3,0,0,0,0,0,0,0,231,0,231,0,0,0,0,0,0,0,0,0
AR,Johnson,0,28737,345.66159938251815,228.83000183105469,766.0340775065921,441.20999145507812,139.71170456432523,124.746018561764,1982.2691973969627,1899,28737,,AR,Johnson,6527,0,390,2303,0,0,0,434,4953,2178,0,6517,718,34,0,0,1949,0,0,34,0,0,9184,0,206,760,8052,202,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Hot_Spring,0,18378,319.43955307108536,240.41999816894531,732.310337145111,491.54998779296875,146.78976874655623,140.554825696658,2319.3435418208728,2136,18378,,AR,Hot_Spring,7479,0,1158,2171,0,0,0,853,6430,2854,0,7439,1344,68,0,0,1942,4,0,66,0,3,10729,0,39,438,10159,172,0,0,6,0,0,0,6,0,0,0,0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,0
AR,Poinsett,0,13474,253.58537311052842,153.80999755859375,580.32123118620427,306.5,97.681213092226741,81.1198773421306,1839.9246009906435,1710,13474,,AR,Poinsett,6085,0,1122,1878,0,0,0,836,4904,1778,0,6077,389,143,0,0,2427,0,0,80,0,63,8893,0,93,549,8367,76,0,0,49,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Clay,0,12801,233.23909008487135,168.24000549316406,483.04711331606711,314.67001342773438,111.61047014213162,97.0387743351319,2108.5435397673696,2112,12801,,AR,Clay,3402,0,733,2227,0,0,0,105,3904,1127,0,3392,594,376,0,0,1959,0,0,374,0,2,5945,0,125,850,5301,86,0,0,41,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Scott,0,9055,311.28791843827162,187.42999267578125,747.58293202093171,387.16000366210938,116.33000703745606,105.764006207486,2236.3788683963721,1848,9055,,AR,Scott,1627,0,781,791,0,0,0,245,1729,582,0,1627,23,15,0,0,1529,0,0,15,0,0,3179,0,39,338,2772,50,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,White,0,42172,293.90760639843859,217.13999938964844,632.5601412177848,413.239990234375,124.67955809941238,112.900424816935,2076.8247540020566,1928,42172,,AR,White,19950,0,2414,4872,0,0,0,1295,13262,6784,0,19934,413,101,0,0,6768,0,0,98,0,3,27115,0,574,2005,24252,405,0,0,19,0,0,0,19,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AR,Searcy,0,9685,286.61011958489041,235.47999572753906,577.06110911430858,426.6400146484375,160.48403651548455,147.163703161471,2529.4573930616361,2268,9685,,AR,Searcy,1110,0,1325,534,0,0,0,254,1111,1330,0,1086,217,89,0,0,1555,0,0,89,0,3,2858,0,16,244,2684,25,0,0,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
AR,Fulton,0,11006,280.62278848376337,245.47000122070312,524.759151307795,425.27999877929688,164.29067198503932,159.126435993241,1983.4755283648492,2132,11006,,AR,Fulton,1954,0,80,1562,0,0,0,159,1842,644,0,1934,226,28,0,0,932,0,0,33,0,0,3092,0,15,115,3435,31,0,0,471,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
AR,Arkansas,0,12145,262.95040147914074,159.88999938964844,629.03367022376528,339,99.401466247690564,79.2342701107097,1955.0724275724276,1844,12145,,AR,Arkansas,4663,0,1051,2294,0,0,0,86,4969,1133,0,4662,240,18,0,0,3079,0,0,18,0,0,7981,0,126,1060,6664,158,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Carroll,0,22161,399.12269945391245,252.42999267578125,880.47164057467455,470.51998901367188,158.8679576393188,133.10927310463,2726.8862103601664,2512,22161,,AR,Carroll,4622,0,706,1641,0,0,0,773,3453,1812,0,4612,189,107,0,0,2005,1,0,73,0,34,6807,0,183,572,5976,238,0,0,55,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Bradley,0,7529,329.63534998605559,243.33999633789062,759.44890838949368,501.6199951171875,140.57049712571293,137.584180817025,2961.731980223783,2046,7529,,AR,Bradley,1979,0,823,1041,0,0,0,239,1942,552,0,1975,193,26,0,0,1649,0,0,26,0,0,3817,0,41,496,3244,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Benton,0,94297,336.74272495934417,205.8800048828125,757.11357461796661,393.1300048828125,106.25760670662481,86.183099004603,2443.978,2090,94297,,AR,Benton,66541,0,1664,6794,0,0,0,504,58731,8358,0,66117,918,733,0,0,7092,0,1,701,0,42,74128,0,3414,4193,66121,1272,0,0,129,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
AR,Dallas,0,4463,323.62163999575876,263.14999389648438,695.2074844083412,511.41000366210938,152.23100915273375,150.040992626245,3433.9202416918424,2090,4463,,AR,Dallas,813,0,356,486,0,0,0,293,640,454,0,813,67,20,0,0,752,0,0,20,0,0,1632,0,41,215,1351,48,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Jackson,0,10003,254.2986038493643,155.02000427246094,573.53535013009162,307.07000732421875,95.7974867273008,81.5708055783275,3251.8979209589811,1760,10003,,AR,Jackson,3168,0,685,1486,0,0,0,461,3080,1458,0,3167,501,110,0,0,1541,12,0,99,0,12,5221,0,40,510,4654,135,0,0,6,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
AZ,Graham,0,15970,173.13273564412142,110.34999847412109,456.11680336643474,270.04000854492188,66.8910106508912,52.5178272158007,0,0,15970,,AZ,Graham,0,0,0,4376,0,195,0,0,0,0,0,0,369,8068,0,0,1474,184,9,7488,0,580,2072,0,87,547,9394,165,5613,0,2,0,51,30,53,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Santa_Cruz,0,14077,313.83708393684697,230.49000549316406,793.779931322946,516.0999755859375,106.39928858900237,99.6078140786127,0,0,14077,,AZ,Santa_Cruz,0,0,0,6064,0,297,0,0,0,0,0,0,152,4942,0,0,1709,266,46,4779,0,170,2330,0,369,912,7020,244,2129,0,4,0,1262,122,1266,0,0,0,7,0,35,0,0,0,0,0,0,0,0,0,2,0,0,0
AZ,Cochise,0,61591,168.64009162235436,109.31999969482422,432.90969027656269,261.67999267578125,67.563974907048774,51.8361544912077,0,0,61587,1990.25,AZ,Cochise,0,0,0,30831,0,1024,0,0,0,0,0,0,2871,31606,0,0,6743,931,53,26119,0,5501,10850,0,710,1493,41387,686,12181,0,369,0,1437,161,1806,0,0,0,14,0,91,0,0,0,0,0,0,0,0,0,3,0,0,0
AZ,Gila,0,15244,334.21345835957,253.16999816894531,782.65207994218815,517.489990234375,173.585867939,151.931881907792,0,0,15244,,AZ,Gila,0,0,0,7395,0,118,0,0,0,0,0,0,998,4883,0,0,3149,109,8,4230,0,653,4341,0,130,512,8696,212,2001,0,34,0,292,62,326,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Greenlee,0,5576,372.48175568252265,213.3699951171875,994.637916454455,504.32998657226562,170.59757463660745,129.602274032474,0,0,5576,,AZ,Greenlee,0,0,0,1902,0,11,0,0,0,0,0,0,135,1535,0,0,558,11,0,1389,0,146,708,0,13,106,2117,38,358,0,3,0,28,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Pima,0,298873,231.00691804916232,138.3699951171875,638.31523314117533,367.30999755859375,67.0520028429289,56.1622187211495,0,0,242483,1981.0027132470295,AZ,Pima,0,0,79,47329,0,17676,112884,0,0,0,0,0,6420,166465,158,0,45473,21336,36,113125,0,54036,74339,0,15019,23064,205992,3399,67256,1841,386,7,5588,964,5974,0,0,0,523,0,110,0,0,0,0,0,0,8,0,0,377,0,0,0
AZ,Mohave,0,5697,205.22797599984651,134.94000244140625,495.07361864964122,295.3599853515625,107.50240259346376,81.2299672002378,0,0,5697,,AZ,Mohave,0,0,0,2929,0,33,0,0,0,0,0,0,62,2428,0,0,1192,33,5,2332,0,96,1304,0,7,582,3400,37,1059,0,9,0,285,1,294,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Pinal,0,13551,253.50532350426849,193.91000366210938,713.66198153633354,534.010009765625,94.894795029678136,77.645463567115,0,0,13551,,AZ,Pinal,0,0,0,3714,0,114,0,0,0,0,0,0,128,8636,0,0,2110,123,6,6743,0,1895,2389,0,37,324,11178,118,7821,0,2,0,628,8,630,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0
AZ,Navajo,0,62869,214.9992499225369,152.07000732421875,437.61554164143485,276.04998779296875,112.63712460336383,95.5926442906477,0.047282876374979486,0,62869,,AZ,Navajo,0,0,0,35396,0,419,0,0,0,0,0,0,3216,10738,0,0,11615,350,48,10669,0,190,15756,0,608,2059,33112,767,677,0,2503,0,7428,391,9931,0,0,0,118,0,136,0,0,0,0,0,0,3,0,0,0,0,0,0
CA,Tuolumne,0,36546,385.10326202484742,301.85000610351562,858.47909107922248,571.69000244140625,204.738537963674,166.908419095553,1437.7113902014432,1414,25577,1981.0034643085062,CA,Tuolumne,2164,0,0,21401,0,0,0,2684,12511,4799,0,1610,382,905,0,0,19888,190,0,848,0,57,22157,0,1238,2134,20665,89,408,117,653,0,384,0,1064,36,0,0,0,0,87,0,0,0,0,27,0,0,0,0,0,0,0,0
CA,Glenn,0,17695,276.22558167881471,208.00999450683594,639.070643351421,429.95999145507812,116.50867421170923,105.682092434852,1742.845311247662,1260,16197,1976.3424566088115,CA,Glenn,1663,0,0,5538,0,0,0,431,4326,1782,0,962,0,0,0,0,3787,0,2453,214,0,70,7202,0,30,667,6642,147,177,92,0,72,0,0,0,16,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Mono,0,9800,431.30459288129993,336.489990234375,846.3648857973061,554.03997802734375,223.56967613800558,195.366914508866,5496.1514348785895,1752,3753,1983.3722507028281,CA,Mono,141,0,0,6347,0,0,0,658,2859,2192,0,0,1365,2971,0,0,878,933,0,3091,0,24,3206,0,1002,816,4856,121,289,17,154,0,0,30,154,1,0,0,144,0,0,0,320,0,320,0,0,0,0,0,0,0,0,0
CA,Calaveras,0,34402,382.5163348952351,313.75,843.95029006562368,610.5999755859375,196.450287676925,161.745677050672,1534.8441053511704,1536,34402,,CA,Calaveras,4119,0,0,19388,0,0,0,935,16108,3561,0,0,1359,6939,0,0,13243,0,0,7953,0,379,14943,0,191,1985,21380,364,403,0,0,0,149,0,189,0,1393,0,0,0,341,40,456,0,456,0,0,0,0,0,0,0,0,0
CA,Marin,0,79988,572.89915165831042,421.54000854492188,1255.4148403444715,778.71002197265625,223.03734588324511,180.219518689142,1994.9896598005919,1811,12595,1975.5235261822443,CA,Marin,0,0,0,73016,0,0,0,4484,35769,24844,0,56862,3156,0,0,0,10866,322,0,394,0,87,72535,0,3134,4207,65675,0,0,0,0,0,0,0,0,0,481,0,0,0,1329,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Yuba,0,31990,262.84163516558283,222.86000061035156,576.36806355738986,440.17999267578125,125.15111910965018,112.748057727963,1463.5415161005383,1360,10608,1978.1201477878585,CA,Yuba,14086,0,0,8779,0,0,0,905,15565,5209,0,14975,4054,0,0,0,4592,1148,1,27,0,21,24782,0,951,1449,22223,283,1080,959,0,0,76,0,76,1,48,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Santa_Cruz,0,88496,370.80207243010551,240.02000427246094,797.33004652182217,405.32000732421875,166.96554869625743,125.660202281531,2526.0343949528719,1497,13207,1967.6346611058721,CA,Santa_Cruz,34296,0,3,44059,2,0,0,4453,43953,20597,0,34173,11581,533,0,0,20452,11489,574,339,0,233,78364,0,3124,4710,69477,1625,0,0,0,0,0,0,0,0,39,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Orange,0,699891,310.77507396071832,206.67999267578125,778.65360076307331,450.42999267578125,88.687502424203231,78.0831769349982,1990.05863736355,1620,699883,2000.4999999999998,CA,Orange,38,0,0,578194,0,0,0,6203,356711,114744,0,48,0,8,3,0,578173,0,0,11,0,0,578221,0,46234,30805,493761,7432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Modoc,0,10350,374.80142706608405,306.70999145507812,659.37877428064053,474.51998901367188,210.74026529514117,192.331976576925,1164.0630965005305,1196,7592,1965.1823785351703,CA,Modoc,22,0,0,3713,0,0,0,519,1335,1274,0,513,222,0,0,0,1223,164,748,275,0,65,2870,0,59,255,3321,137,19,7,0,0,562,0,562,11,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Madera,0,59886,314.65714764258223,247.74000549316406,721.686407336387,496.3699951171875,125.02704096827631,106.222851807457,1697.1998562376873,1532,27740,1982.9796553225915,CA,Madera,14827,0,0,20372,0,0,0,1495,25668,7003,0,14614,3955,1052,23,0,10635,380,6608,810,0,265,36204,0,795,2186,34257,324,2196,166,196,0,87,0,283,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
